Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Id,Customer Segment,Customer State,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
DEBIT,2,2,163.1900024,339.980011,Shipping on time,0,45,Fishing,Caguas,Puerto Rico,2152,Consumer,PR,7,Fan Shop,18.23753929,-66.37059021,Europe,Swansea,Reino Unido,2152,10/23/2015 12:43,20246,1004,60.0,0.150000006,50567,399.980011,0.479999989,1,399.980011,339.980011,163.1900024,Northern Europe,Gales,COMPLETE,,1004,45,,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,10/25/2015 12:43,Second Class
PAYMENT,2,1,3.819999933,127.3899994,Late delivery,1,18,Men's Footwear,Honolulu,EE. UU.,9816,Consumer,HI,4,Apparel,21.27736473,-157.6839294,LATAM,Guadalajara,México,9816,3/13/2017 6:56,54961,403,2.599999905,0.02,137450,129.9900055,0.029999999,1,129.9900055,127.3899994,3.819999933,Central America,Jalisco,PENDING_PAYMENT,,403,18,,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,3/15/2017 6:56,First Class
PAYMENT,6,4,-204.6000061,132.0,Late delivery,1,24,Women's Apparel,Webster,EE. UU.,2323,Home Office,NY,5,Golf,40.86772919,-73.88317108,LATAM,Camagüey,Cuba,2323,4/28/2017 6:10,58110,502,18.0,0.119999997,145402,50.0,-1.549999952,3,150.0,132.0,-204.6000061,Caribbean,Camagüey,PENDING_PAYMENT,,502,24,,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,5/4/2017 6:10,Standard Class
DEBIT,4,4,89.95999908,187.4299927,Shipping on time,0,46,Indoor/Outdoor Games,West Jordan,EE. UU.,4478,Corporate,UT,7,Fan Shop,40.62195587,-111.9332733,Europe,Augsburg,Alemania,4478,8/6/2017 17:35,64993,1014,62.47999954,0.25,162462,49.97999954,0.479999989,5,249.8999939,187.4299927,89.95999908,Western Europe,Bavaria,COMPLETE,,1014,46,,O'Brien Men's Neoprene Life Vest,49.97999954,0,8/10/2017 17:35,Standard Class
CASH,2,4,127.3899994,391.980011,Advance shipping,0,45,Fishing,Caguas,Puerto Rico,266,Corporate,PR,7,Fan Shop,18.22757149,-66.04361725,Europe,Rome,Italia,266,7/5/2015 5:52,12691,1004,8.0,0.02,31758,399.980011,0.330000013,1,399.980011,391.980011,127.3899994,Southern Europe,Lacio,CLOSED,,1004,45,,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,7/7/2015 5:52,Standard Class
PAYMENT,5,4,17.84000015,52.79000092,Late delivery,1,17,Cleats,Chicago,EE. UU.,7673,Consumer,IL,4,Apparel,41.89460754,-87.77870178,LATAM,São Paulo,Brasil,7673,1/8/2015 20:29,539,365,7.199999809,0.119999997,1343,59.99000168,0.340000004,1,59.99000168,52.79000092,17.84000015,South America,São Paulo,PENDING_PAYMENT,,365,17,,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/13/2015 20:29,Standard Class
TRANSFER,5,4,58.49000168,179.9700012,Late delivery,1,17,Cleats,West Lafayette,EE. UU.,11486,Consumer,IN,4,Apparel,40.4853096,-87.05938721,Europe,Munich,Alemania,11486,8/6/2015 20:11,14924,365,0.0,0.0,37373,59.99000168,0.330000013,3,179.9700012,179.9700012,58.49000168,Western Europe,Bavaria,PENDING,,365,17,,Perfect Fitness Perfect Rip Deck,59.99000168,0,8/11/2015 20:11,Standard Class
TRANSFER,4,4,39.59000015,116.4400024,Shipping on time,0,37,Electronics,Caguas,Puerto Rico,7175,Consumer,PR,6,Outdoors,18.26229858,-66.37057495,LATAM,Ilhéus,Brasil,7175,5/2/2015 9:48,8318,828,11.52000046,0.090000004,20779,31.98999977,0.340000004,4,127.9599991,116.4400024,39.59000015,South America,Bahía,PROCESSING,,828,37,,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,0,5/6/2015 9:48,Standard Class
PAYMENT,4,2,94.5,188.9900055,Late delivery,1,48,Water Sports,Pompano Beach,EE. UU.,6127,Consumer,FL,7,Fan Shop,26.23144913,-80.12522125,USCA,Chester,Estados Unidos,6127,4/20/2016 4:24,32553,1073,11.0,0.059999999,81422,199.9900055,0.5,1,199.9900055,188.9900055,94.5,East of USA,Pensilvania,PENDING_PAYMENT,19013.0,1073,48,,Pelican Sunstream 100 Kayak,199.9900055,0,4/24/2016 4:24,Second Class
TRANSFER,3,4,-3.460000038,14.55000019,Shipping canceled,0,41,Trade-In,Tempe,EE. UU.,11351,Corporate,AZ,6,Outdoors,33.44217682,-111.9240417,Europe,Galati,Rumania,11351,12/11/2016 22:07,48702,926,1.440000057,0.090000004,121795,15.98999977,-0.239999995,1,15.98999977,14.55000019,-3.460000038,Eastern Europe,Galati,SUSPECTED_FRAUD,,926,41,,Glove It Imperial Golf Towel,15.98999977,0,12/14/2016 22:07,Standard Class
DEBIT,4,4,15.43999958,59.38999939,Shipping on time,0,17,Cleats,Baltimore,EE. UU.,4689,Corporate,MD,4,Apparel,39.35129929,-76.68270111,USCA,Aurora,Estados Unidos,4689,4/11/2016 1:27,31928,365,0.600000024,0.01,79794,59.99000168,0.25999999,1,59.99000168,59.38999939,15.43999958,West of USA ,Colorado,COMPLETE,80013.0,365,17,,Perfect Fitness Perfect Rip Deck,59.99000168,0,4/15/2016 1:27,Standard Class
PAYMENT,0,0,24.70000076,129.9900055,Shipping on time,0,18,Men's Footwear,Aurora,EE. UU.,1221,Corporate,CO,4,Apparel,39.74662018,-104.8164368,Africa,Accra,Ghana,1221,10/6/2016 8:33,44142,403,0.0,0.0,110233,129.9900055,0.189999998,1,129.9900055,129.9900055,24.70000076,West Africa,Gran Accra,PENDING_PAYMENT,,403,18,,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,10/6/2016 20:33,Same Day
PAYMENT,3,4,41.63000107,84.97000122,Advance shipping,0,46,Indoor/Outdoor Games,Mayaguez,Puerto Rico,11424,Home Office,PR,7,Fan Shop,18.20005035,-67.14024353,USCA,New York City,Estados Unidos,11424,7/12/2016 5:31,38242,1014,14.98999977,0.150000006,95468,49.97999954,0.49000001,2,99.95999908,84.97000122,41.63000107,East of USA,Nueva York,PENDING_PAYMENT,10011.0,1014,46,,O'Brien Men's Neoprene Life Vest,49.97999954,0,7/15/2016 5:31,Standard Class
DEBIT,2,1,-10.5,59.99000168,Late delivery,1,17,Cleats,Caguas,Puerto Rico,11978,Corporate,PR,4,Apparel,18.20307159,-66.37051392,LATAM,Tampico,México,11978,2/1/2017 19:57,52258,365,0.0,0.0,130558,59.99000168,-0.180000007,1,59.99000168,59.99000168,-10.5,Central America,Tamaulipas,COMPLETE,,365,17,,Perfect Fitness Perfect Rip Deck,59.99000168,0,2/3/2017 19:57,First Class
TRANSFER,6,2,55.68000031,191.9900055,Shipping canceled,0,48,Water Sports,Caguas,Puerto Rico,6977,Consumer,PR,7,Fan Shop,18.21075821,-66.3705368,Europe,Lyon,Francia,6977,8/17/2015 7:02,15640,1073,8.0,0.039999999,39101,199.9900055,0.289999992,1,199.9900055,191.9900055,55.68000031,Western Europe,Auvernia-Ródano-Alpes,SUSPECTED_FRAUD,,1073,48,,Pelican Sunstream 100 Kayak,199.9900055,0,8/23/2015 7:02,Second Class
CASH,6,4,70.20999908,149.3800049,Late delivery,1,17,Cleats,Tracy,EE. UU.,9677,Home Office,CA,4,Apparel,37.75931549,-121.435112,USCA,Aurora,Estados Unidos,9677,4/22/2016 21:55,32740,365,30.59000015,0.170000002,81886,59.99000168,0.469999999,3,179.9700012,149.3800049,70.20999908,West of USA ,Colorado,CLOSED,80013.0,365,17,,Perfect Fitness Perfect Rip Deck,59.99000168,0,4/28/2016 21:55,Standard Class
PAYMENT,2,2,20.57999992,58.79000092,Shipping on time,0,17,Cleats,Oxnard,EE. UU.,8008,Corporate,CA,4,Apparel,34.16575623,-119.1442413,LATAM,Managua,Nicaragua,8008,5/1/2017 23:51,58366,365,1.200000048,0.02,146063,59.99000168,0.349999994,1,59.99000168,58.79000092,20.57999992,Central America,Managua,PENDING_PAYMENT,,365,17,,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/3/2017 23:51,Second Class
DEBIT,5,4,4.5,44.97999954,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,11386,Corporate,PR,7,Fan Shop,18.23861694,-66.37057495,LATAM,Santo Domingo,República Dominicana,11386,3/16/2015 10:03,5099,1014,5.0,0.100000001,12752,49.97999954,0.100000001,1,49.97999954,44.97999954,4.5,Caribbean,Santo Domingo,COMPLETE,,1014,46,,O'Brien Men's Neoprene Life Vest,49.97999954,0,3/21/2015 10:03,Standard Class
DEBIT,3,2,71.75,193.9199982,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,3640,Corporate,PR,7,Fan Shop,18.28316498,-66.37050629,Africa,Rustenburg,SudAfrica,3640,9/12/2016 13:29,42512,1014,6.0,0.029999999,106130,49.97999954,0.370000005,4,199.9199982,193.9199982,71.75,Southern Africa,Noroeste,COMPLETE,,1014,46,,O'Brien Men's Neoprene Life Vest,49.97999954,0,9/15/2016 13:29,Second Class
TRANSFER,4,4,64.11000061,284.9500122,Shipping on time,0,17,Cleats,Dallas,EE. UU.,8116,Consumer,TX,4,Apparel,32.87014008,-96.75692749,USCA,Indianapolis,Estados Unidos,8116,5/4/2016 11:45,33533,365,15.0,0.050000001,83710,59.99000168,0.230000004,5,299.9500122,284.9500122,64.11000061,US Center ,Indiana,PENDING,46203.0,365,17,,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/8/2016 11:45,Standard Class
CASH,5,4,66.36000061,176.9700012,Late delivery,1,76,Women's Clothing,Caguas,Puerto Rico,20647,Consumer,PR,4,Apparel,18.2099247,-66.03705597,Pacific Asia,Akola,India,20647,1/30/2018 9:06,77094,1363,38.84999847,0.180000007,180409,215.8200073,0.379999995,1,215.8200073,176.9700012,66.36000061,South Asia,Maharashtra,CLOSED,,1363,76,,Summer dresses,215.8200073,0,2/4/2018 9:06,Standard Class
DEBIT,6,4,48.88000107,174.5700073,Late delivery,1,17,Cleats,Los Angeles,EE. UU.,11620,Consumer,CA,4,Apparel,34.02387619,-118.1890717,Africa,Mwanza,Tanzania,11620,9/19/2016 9:27,42980,365,5.400000095,0.029999999,107364,59.99000168,0.280000001,3,179.9700012,174.5700073,48.88000107,East Africa,Mwanza,COMPLETE,,365,17,,Perfect Fitness Perfect Rip Deck,59.99000168,0,9/25/2016 9:27,Standard Class
DEBIT,5,4,46.5,371.980011,Late delivery,1,45,Fishing,Caguas,Puerto Rico,6358,Home Office,PR,7,Fan Shop,18.26543617,-66.37058258,Pacific Asia,Visakhapatnam,India,6358,3/13/2016 19:53,29994,1004,28.0,0.07,75006,399.980011,0.129999995,1,399.980011,371.980011,46.5,South Asia,Andhra Pradesh,COMPLETE,,1004,45,,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,3/18/2016 19:53,Standard Class
PAYMENT,5,4,-174.3899994,399.980011,Late delivery,1,45,Fishing,Caguas,Puerto Rico,3004,Corporate,PR,7,Fan Shop,18.24175072,-66.3706131,USCA,Aurora,Estados Unidos,3004,5/10/2016 9:59,33939,1004,0.0,0.0,84700,399.980011,-0.439999998,1,399.980011,399.980011,-174.3899994,US Center ,Illinois,PENDING_PAYMENT,60505.0,1004,45,,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,5/15/2016 9:59,Standard Class
TRANSFER,0,0,89.13999939,181.9299927,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,6192,Consumer,PR,7,Fan Shop,18.25857163,-66.3706131,Europe,Karlsruhe,Alemania,6192,7/11/2015 9:01,13111,1014,17.98999977,0.090000004,32795,49.97999954,0.49000001,4,199.9199982,181.9299927,89.13999939,Western Europe,Baden-Wurtemberg,PROCESSING,,1014,46,,O'Brien Men's Neoprene Life Vest,49.97999954,0,7/11/2015 21:01,Same Day
CASH,6,4,14.68999958,129.9900055,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,11264,Consumer,PR,4,Apparel,18.24812698,-66.37056732,Europe,Villemomble,Francia,11264,8/26/2015 11:45,16270,403,0.0,0.0,40632,129.9900055,0.109999999,1,129.9900055,129.9900055,14.68999958,Western Europe,Isla de Francia,CLOSED,,403,18,,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,9/1/2015 11:45,Standard Class
TRANSFER,6,4,10.78999996,107.8899994,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,214,Home Office,PR,4,Apparel,18.230299,-66.03146362,Pacific Asia,Riyadh,Arabia Saudí,214,10/28/2016 3:37,45635,403,22.10000038,0.170000002,114062,129.9900055,0.100000001,1,129.9900055,107.8899994,10.78999996,West Asia,Riad,PENDING,,403,18,,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/3/2016 3:37,Standard Class
PAYMENT,6,4,37.43999863,124.7900009,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,10208,Home Office,PR,4,Apparel,18.25865555,-66.37057495,Europe,Reutlingen,Alemania,10208,6/20/2015 2:54,11655,403,5.199999809,0.039999999,29140,129.9900055,0.300000012,1,129.9900055,124.7900009,37.43999863,Western Europe,Baden-Wurtemberg,PENDING_PAYMENT,,403,18,,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,6/26/2015 2:54,Standard Class
PAYMENT,2,1,-72.83000183,109.1900024,Late delivery,1,18,Men's Footwear,Federal Way,EE. UU.,11263,Corporate,WA,4,Apparel,47.30304337,-122.3528137,Africa,Kinshasa,República Democrática del Congo,11263,12/2/2016 11:06,48054,403,20.79999924,0.159999996,120160,129.9900055,-0.670000017,1,129.9900055,109.1900024,-72.83000183,Central Africa,Kinshasa,PENDING_PAYMENT,,403,18,,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/4/2016 11:06,First Class
CASH,6,4,1.960000038,32.59999847,Late delivery,1,75,Video Games,Caguas,Puerto Rico,20228,Consumer,PR,9,Discs Shop,18.20083427,-66.03704834,Pacific Asia,Medan,Indonesia,20228,1/24/2018 6:19,76675,1362,7.159999847,0.180000007,179990,39.75,0.059999999,1,39.75,32.59999847,1.960000038,Southeast Asia,Sumatra Septentrional,CLOSED,,1362,75,,Fighting video games,39.75,0,1/30/2018 6:19,Standard Class
PAYMENT,3,4,46.24000168,127.3899994,Advance shipping,0,18,Men's Footwear,Fresno,EE. UU.,6997,Consumer,CA,4,Apparel,36.84695053,-119.7777481,LATAM,Petapa,Guatemala,6997,5/6/2015 20:19,8622,403,2.599999905,0.02,21522,129.9900055,0.360000014,1,129.9900055,127.3899994,46.24000168,Central America,Guatemala,PENDING_PAYMENT,,403,18,,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,5/9/2015 20:19,Standard Class
TRANSFER,2,1,49.97000122,101.9800034,Late delivery,1,17,Cleats,Caguas,Puerto Rico,6230,Corporate,PR,4,Apparel,18.240551,-66.37054443,Europe,Reading,Reino Unido,6230,10/4/2015 16:25,18955,365,18.0,0.150000006,47406,59.99000168,0.49000001,2,119.9800034,101.9800034,49.97000122,Northern Europe,Inglaterra,PROCESSING,,365,17,,Perfect Fitness Perfect Rip Deck,59.99000168,0,10/6/2015 16:25,First Class
PAYMENT,4,2,-89.87000275,107.8899994,Late delivery,1,18,Men's Footwear,San Antonio,EE. UU.,274,Consumer,TX,4,Apparel,29.47413063,-98.46463776,USCA,Fayetteville,Estados Unidos,274,6/7/2016 12:03,35863,403,22.10000038,0.170000002,89570,129.9900055,-0.829999983,1,129.9900055,107.8899994,-89.87000275,South of  USA ,Carolina del Norte,PAYMENT_REVIEW,28314.0,403,18,,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,6/11/2016 12:03,Second Class
DEBIT,5,4,-35.75,13.48999977,Late delivery,1,36,Golf Balls,Woodbridge,EE. UU.,4029,Corporate,VA,6,Outdoors,37.16918945,-76.54801178,LATAM,Ponte Nova,Brasil,4029,5/31/2015 4:20,10289,792,1.5,0.100000001,25753,14.98999977,-2.650000095,1,14.98999977,13.48999977,-35.75,South America,Minas Gerais,COMPLETE,,792,36,,Hirzl Men's Hybrid Golf Glove,14.98999977,0,6/5/2015 4:20,Standard Class
DEBIT,4,4,63.15999985,173.9900055,Shipping on time,0,48,Water Sports,Caguas,Puerto Rico,2211,Consumer,PR,7,Fan Shop,18.20347595,-66.37050629,Europe,Gosport,Reino Unido,2211,10/5/2015 10:59,19008,1073,26.0,0.129999995,47516,199.9900055,0.360000014,1,199.9900055,173.9900055,63.15999985,Northern Europe,Inglaterra,COMPLETE,,1073,48,,Pelican Sunstream 100 Kayak,199.9900055,0,10/9/2015 10:59,Standard Class
DEBIT,2,1,121.7200012,264.6000061,Late delivery,1,26,Girls' Apparel,West Lafayette,EE. UU.,11806,Corporate,IN,5,Golf,40.48130035,-87.04908752,Pacific Asia,Albury,Australia,11806,11/22/2015 1:28,22269,565,15.39999962,0.059999999,55748,70.0,0.460000008,4,280.0,264.6000061,121.7200012,Oceania,Nueva Gales del Sur,COMPLETE,,565,26,,adidas Youth Germany Black/Red Away Match Soc,70.0,0,11/24/2015 1:28,First Class
DEBIT,2,1,-38.65999985,178.1699982,Late delivery,1,17,Cleats,Elmhurst,EE. UU.,11473,Consumer,IL,4,Apparel,41.90410233,-87.93784332,Europe,Taunton,Reino Unido,11473,8/16/2015 11:25,15584,365,1.799999952,0.01,38958,59.99000168,-0.219999999,3,179.9700012,178.1699982,-38.65999985,Northern Europe,Inglaterra,ON_HOLD,,365,17,,Perfect Fitness Perfect Rip Deck,59.99000168,0,8/18/2015 11:25,First Class
TRANSFER,1,0,5.820000172,193.9900055,Late delivery,1,48,Water Sports,Augusta,EE. UU.,128,Consumer,GA,7,Fan Shop,33.45863342,-82.06613922,USCA,Los Angeles,Estados Unidos,128,6/28/2016 15:21,37311,1073,6.0,0.029999999,93152,199.9900055,0.029999999,1,199.9900055,193.9900055,5.820000172,West of USA ,California,PROCESSING,90008.0,1073,48,,Pelican Sunstream 100 Kayak,199.9900055,0,6/29/2016 3:21,Same Day
TRANSFER,2,4,9.449999809,94.5,Advance shipping,0,24,Women's Apparel,Long Beach,EE. UU.,7530,Corporate,CA,5,Golf,33.78245163,-118.189537,LATAM,Mexico City,México,7530,2/14/2017 1:32,53096,502,5.5,0.059999999,132698,50.0,0.100000001,2,100.0,94.5,9.449999809,Central America,Distrito Federal,PENDING,,502,24,,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2/16/2017 1:32,Standard Class
CASH,1,0,16.0,31.98999977,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,10253,Consumer,PR,5,Golf,18.21958351,-66.3706131,Europe,Burnley,Reino Unido,10253,7/1/2015 17:47,12451,627,8.0,0.200000003,31158,39.99000168,0.5,1,39.99000168,31.98999977,16.0,Northern Europe,Inglaterra,CLOSED,,627,29,,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,7/2/2015 5:47,Same Day
TRANSFER,5,4,-130.1699982,148.7599945,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,2869,Consumer,PR,5,Golf,18.23432541,-66.37052155,USCA,Dover,Estados Unidos,2869,4/2/2016 12:50,31344,627,11.19999981,0.07,78352,39.99000168,-0.879999995,4,159.9600067,148.7599945,-130.1699982,East of USA,Delaware,PENDING,19901.0,627,29,,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,4/7/2016 12:50,Standard Class
TRANSFER,6,4,-115.3199997,172.8999939,Late delivery,1,70,Men's Clothing,Piscataway,EE. UU.,15953,Consumer,NJ,4,Apparel,40.57566834,-74.45444489,Pacific Asia,Mumbai,India,15953,11/22/2017 20:35,72400,1357,37.95000076,0.180000007,175715,210.8500061,-0.670000017,1,210.8500061,172.8999939,-115.3199997,South Asia,Maharashtra,PENDING,,1357,70,,Men's gala suit,210.8500061,0,11/28/2017 20:35,Standard Class
PAYMENT,3,2,27.38999939,91.29000092,Late delivery,1,30,Men's Golf Clubs,Palatine,EE. UU.,917,Corporate,IL,6,Outdoors,41.75807953,-88.31352234,Europe,Heerlen,Países Bajos,917,8/20/2017 21:04,65962,666,18.70000076,0.170000002,164850,109.9899979,0.300000012,1,109.9899979,91.29000092,27.38999939,Western Europe,Limburgo,PENDING_PAYMENT,,666,30,,Merrell Men's All Out Flash Trail Running Sho,109.9899979,0,8/23/2017 21:04,Second Class
DEBIT,1,0,26.27000046,232.5,Late delivery,1,24,Women's Apparel,Marietta,EE. UU.,8732,Consumer,GA,5,Golf,33.9172287,-84.47109222,Pacific Asia,Estambul,Turquía,8732,11/28/2016 19:10,47803,502,17.5,0.07,119537,50.0,0.109999999,5,250.0,232.5,26.27000046,West Asia,Estambul,ON_HOLD,,502,24,,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,11/29/2016 7:10,Same Day
DEBIT,4,4,53.93999863,165.9600067,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,7117,Consumer,PR,5,Golf,18.21286774,-66.3706131,LATAM,Brasília,Brasil,7117,6/6/2017 8:23,60788,627,33.99000168,0.170000002,152117,39.99000168,0.330000013,5,199.9499969,165.9600067,53.93999863,South America,Distrito Federal,COMPLETE,,627,29,,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,6/10/2017 8:23,Standard Class
DEBIT,2,1,54.81000137,188.9900055,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,3040,Corporate,PR,7,Fan Shop,18.24617577,-66.37051392,LATAM,Salamanca,México,3040,5/2/2015 4:33,8303,1073,11.0,0.059999999,20744,199.9900055,0.289999992,1,199.9900055,188.9900055,54.81000137,Central America,Guanajuato,COMPLETE,,1073,48,,Pelican Sunstream 100 Kayak,199.9900055,0,5/4/2015 4:33,First Class
CASH,6,4,15.82999992,54.59000015,Late delivery,1,17,Cleats,Mount Pleasant,EE. UU.,7286,Home Office,MI,4,Apparel,43.60359955,-84.769104,Europe,Neuilly-sur-Seine,Francia,7286,7/29/2017 21:06,64455,365,5.400000095,0.090000004,161119,59.99000168,0.289999992,1,59.99000168,54.59000015,15.82999992,Western Europe,Isla de Francia,CLOSED,,365,17,,Perfect Fitness Perfect Rip Deck,59.99000168,0,8/4/2017 21:06,Standard Class
DEBIT,4,2,117.6200027,347.980011,Late delivery,1,45,Fishing,New York,EE. UU.,10221,Home Office,NY,7,Fan Shop,40.79811859,-73.96691895,USCA,Milwaukee,Estados Unidos,10221,5/14/2016 18:44,34238,1004,52.0,0.129999995,85484,399.980011,0.340000004,1,399.980011,347.980011,117.6200027,US Center ,Wisconsin,COMPLETE,53209.0,1004,45,,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,5/18/2016 18:44,Second Class
TRANSFER,6,4,-10.35000038,43.5,Late delivery,1,24,Women's Apparel,Weslaco,EE. UU.,2658,Consumer,TX,5,Golf,26.16252518,-97.98887634,LATAM,São Miguel dos Campos,Brasil,2658,5/30/2015 9:25,10235,502,6.5,0.129999995,25592,50.0,-0.239999995,1,50.0,43.5,-10.35000038,South America,Alagoas,PENDING,,502,24,,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,6/5/2015 9:25,Standard Class
DEBIT,4,4,-26.22999954,120.8899994,Shipping on time,0,18,Men's Footwear,Normal,EE. UU.,9847,Consumer,IL,4,Apparel,40.50857925,-88.98264313,Europe,Ancona,Italia,9847,8/10/2017 3:55,65228,403,9.100000381,0.07,163010,129.9900055,-0.219999999,1,129.9900055,120.8899994,-26.22999954,Southern Europe,Marche,COMPLETE,,403,18,,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,8/14/2017 3:55,Standard Class
TRANSFER,2,1,65.0,129.9900055,Late delivery,1,18,Men's Footwear,Memphis,EE. UU.,11663,Home Office,TN,4,Apparel,35.09432602,-90.01806641,Europe,Gera,Alemania,11663,7/10/2015 21:27,13078,403,0.0,0.0,32711,129.9900055,0.5,1,129.9900055,129.9900055,65.0,Western Europe,Turingia,PROCESSING,,403,18,,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,7/12/2015 21:27,First Class
DEBIT,4,2,61.43000031,227.5,Late delivery,1,24,Women's Apparel,Greeley,EE. UU.,10952,Corporate,CO,5,Golf,40.41231918,-104.6923523,LATAM,Ituiutaba,Brasil,10952,1/5/2015 23:49,343,502,22.5,0.090000004,850,50.0,0.270000011,5,250.0,227.5,61.43000031,South America,Minas Gerais,COMPLETE,,502,24,,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1/9/2015 23:49,Second Class
DEBIT,6,2,86.37999725,191.9499969,Late delivery,1,29,Shop By Sport,Austin,EE. UU.,1702,Consumer,TX,5,Golf,30.20363426,-97.7858963,LATAM,La Romana,República Dominicana,1702,3/17/2017 19:11,55270,627,8.0,0.039999999,138232,39.99000168,0.449999988,5,199.9499969,191.9499969,86.37999725,Caribbean,La Romana,COMPLETE,,627,29,,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,3/23/2017 19:11,Second Class
CASH,2,1,1.5,23.75,Late delivery,1,7,Hockey,Chicago,EE. UU.,5405,Consumer,IL,2,Fitness,41.89561081,-87.70015717,USCA,Kent,Estados Unidos,5405,8/17/2016 15:59,40738,134,1.25,0.050000001,101645,25.0,0.059999999,1,25.0,23.75,1.5,East of USA,Ohio,CLOSED,44240.0,134,7,,Nike Women's Legend V-Neck T-Shirt,25.0,0,8/19/2016 15:59,First Class
TRANSFER,2,1,61.77000046,128.6900024,Late delivery,1,18,Men's Footwear,Plymouth,EE. UU.,10591,Corporate,MA,4,Apparel,41.92156601,-70.79362488,Europe,Genk,Bélgica,10591,7/26/2015 12:19,14148,403,1.299999952,0.01,35406,129.9900055,0.479999989,1,129.9900055,128.6900024,61.77000046,Western Europe,Limburgo,PENDING,,403,18,,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,7/28/2015 12:19,First Class
PAYMENT,4,4,-23.89999962,53.09999847,Shipping on time,0,13,Electronics,Caguas,Puerto Rico,452,Home Office,PR,3,Footwear,18.22267723,-66.00410461,USCA,Los Angeles,Estados Unidos,452,8/3/2016 22:39,39798,276,10.88000011,0.170000002,99309,31.98999977,-0.449999988,2,63.97999954,53.09999847,-23.89999962,West of USA ,California,PENDING_PAYMENT,90045.0,276,13,,Under Armour Women's Ignite Slide,31.98999977,0,8/7/2016 22:39,Standard Class
DEBIT,4,2,107.9800034,215.9600067,Late delivery,1,17,Cleats,Caguas,Puerto Rico,4809,Corporate,PR,4,Apparel,18.26587677,-66.37062073,Pacific Asia,Sabzevar,Irán,4809,1/6/2017 9:49,50448,365,24.0,0.100000001,126055,59.99000168,0.5,4,239.9600067,215.9600067,107.9800034,South Asia,Jorasán Razaví,COMPLETE,,365,17,,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/10/2017 9:49,Second Class
DEBIT,5,2,112.6699982,359.980011,Late delivery,1,45,Fishing,Washington,EE. UU.,7207,Consumer,DC,7,Fan Shop,38.90260315,-76.98190308,LATAM,Macapá,Brasil,7207,4/8/2017 12:51,56759,1004,40.0,0.100000001,141957,399.980011,0.310000002,1,399.980011,359.980011,112.6699982,South America,Amapá,COMPLETE,,1004,45,,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,4/13/2017 12:51,Second Class
